"seqID","accessionNumber","blastHit","blastSpecies","gene","geneFamily","eValue","TPM","FPKM","assembler","output"
"TRINITY_DN5966_c0_g1::TRINITY_DN5966_c0_g1_i1::g.14010::m.14010","ETE73988.1_1","Opha G patch domain-containing protein 3  ","Ophiophagus hannah","G patch domain-containing protein 3  ","TBD",1.25e-134,3.17,11.81,"Trinity","Merger"
"TRINITY_DN5966_c0_g1::TRINITY_DN5966_c0_g1_i2::g.14011::m.14011","ETE73988.1_1","Opha G patch domain-containing protein 3  ","Ophiophagus hannah","G patch domain-containing protein 3  ","TBD",0,1.9,7.06,"Trinity","Merger"
"TRINITY_DN59671_c0_g1::TRINITY_DN59671_c0_g1_i1::g.13497::m.13497","ETE70269.1_1","Opha Histone H2A deubiquitinase MYSM1  ","Ophiophagus hannah","Histone H2A deubiquitinase MYSM1  ","TBD",0,0.83,3.08,"Trinity","Merger"
"TRINITY_DN5967_c0_g1::TRINITY_DN5967_c0_g1_i2::g.14031::m.14031",NA,NA,NA,NA,NA,NA,6.27,23.36,"Trinity","Merger"
"TRINITY_DN59683_c0_g1::TRINITY_DN59683_c0_g1_i1::g.13508::m.13508","gi|752781897|gb|GBSH01000552.1|","TSA: Boiga irregularis Birre_CarbSulf14 transcribed RNA sequence","Boiga irregularis","CarbSulf14 transcribed RNA sequence","TBD",0,3.9,14.53,"Trinity","Merger"
"TRINITY_DN59684_c0_g1::TRINITY_DN59684_c0_g1_i1::g.13499::m.13499","gi|521756131|gb|GAAZ01001753.1|","TSA: Crotalus horridus Chorr_Peroxiredoxin1 mRNA sequence","Crotalus horridus","Peroxiredoxin1 mRNA sequence","TBD",2.63e-57,3.06,11.42,"Trinity","Merger"
"TRINITY_DN59689_c0_g1::TRINITY_DN59689_c0_g1_i1::g.13512::m.13512","gi|521754483|gb|GAAZ01002352.1|","TSA: Crotalus horridus Chorr_Sigma1 mRNA sequence","Crotalus horridus","Sigma1 mRNA sequence","TBD",2.71e-154,0.55,2.04,"Trinity","Merger"
"TRINITY_DN59692_c0_g1::TRINITY_DN59692_c0_g1_i1::g.13514::m.13514",NA,NA,NA,NA,NA,NA,1.64,6.11,"Trinity","Merger"
"TRINITY_DN59693_c0_g1::TRINITY_DN59693_c0_g1_i1::g.13511::m.13511","gi|752776844|gb|GBSH01002952.1|","TSA: Boiga irregularis Birre_Tubulin-b5 transcribed RNA sequence","Boiga irregularis","Tubulin-b5 transcribed RNA sequence","TBD",0,1.02,3.79,"Trinity","Merger"
"TRINITY_DN596_c0_g1::TRINITY_DN596_c0_g1_i1::g.19998::m.19998","gi|752778681|gb|GBSH01002110.1|","TSA: Boiga irregularis Birre_Proteasome-a6 transcribed RNA sequence","Boiga irregularis","Proteasome-a6 transcribed RNA sequence","TBD",0,77.95,290.58,"Trinity","Merger"
"TRINITY_DN59706_c0_g1::TRINITY_DN59706_c0_g1_i1::g.2534::m.2534","ETE64779.1_1","Opha Protocadherin-1  ","Ophiophagus hannah","Protocadherin-1  ","TBD",4.84e-141,0.92,3.42,"Trinity","Merger"
"TRINITY_DN5970_c0_g1::TRINITY_DN5970_c0_g1_i1::g.14055::m.14055","ETE60470.1_1","Opha E3 ubiquitin-protein ligase Praja-2  ","Ophiophagus hannah","E3 ubiquitin-protein ligase Praja-2  ","TBD",0,7.95,29.65,"Trinity","Merger"
"TRINITY_DN59712_c0_g1::TRINITY_DN59712_c0_g1_i1::g.2525::m.2525",NA,NA,NA,NA,NA,NA,0.51,1.89,"Trinity","Merger"
"TRINITY_DN59713_c0_g1::TRINITY_DN59713_c0_g1_i1::g.2530::m.2530","ETE63686.1_1","Opha Biorientation of chromosomes in cell division protein 1-like protein  ","Ophiophagus hannah","Biorientation of chromosomes in cell division protein 1-like protein  ","TBD",1.21e-162,0.58,2.17,"Trinity","Merger"
"TRINITY_DN59714_c0_g1::TRINITY_DN59714_c0_g1_i1::g.2523::m.2523","gi|752781540|gb|GBSH01000714.1|","TSA: Boiga irregularis Birre_Copine3 transcribed RNA sequence","Boiga irregularis","Copine3 transcribed RNA sequence","TBD",0,1.53,5.71,"Trinity","Merger"
"TRINITY_DN5971_c0_g1::TRINITY_DN5971_c0_g1_i1::g.13962::m.13962","ETE71934.1_1","Opha WD repeat-containing protein 44  ","Ophiophagus hannah","WD repeat-containing protein 44  ","TBD",9.42e-131,0.24,0.9,"Trinity","Merger"
"TRINITY_DN59722_c0_g1::TRINITY_DN59722_c0_g1_i1::g.2529::m.2529","gi|752778954|gb|GBSH01001982.1|","TSA: Boiga irregularis Birre_PIDPKin1 transcribed RNA sequence","Boiga irregularis","PIDPKin1 transcribed RNA sequence","TBD",0,1.03,3.85,"Trinity","Merger"
"TRINITY_DN5972_c0_g1::TRINITY_DN5972_c0_g1_i3::g.14073::m.14073","ETE65123.1_1","Opha Rotatin  ","Ophiophagus hannah","Rotatin  ","TBD",1.81e-121,8.63,32.16,"Trinity","Merger"
"TRINITY_DN59735_c0_g1::TRINITY_DN59735_c0_g1_i1::g.2528::m.2528","ETE66430.1_1","Opha NK-tumor recognition protein ","Ophiophagus hannah","NK-tumor recognition protein ","TBD",0,2.08,7.76,"Trinity","Merger"
"TRINITY_DN59738_c0_g1::TRINITY_DN59738_c0_g1_i1::g.2524::m.2524",NA,NA,NA,NA,NA,NA,1.5,5.58,"Trinity","Merger"
"TRINITY_DN59741_c0_g1::TRINITY_DN59741_c0_g1_i1::g.2531::m.2531","gi|752779493|gb|GBSH01001714.1|","TSA: Boiga irregularis Birre_MyosinVC transcribed RNA sequence","Boiga irregularis","MyosinVC transcribed RNA sequence","TBD",6.68e-160,1.43,5.32,"Trinity","Merger"
"TRINITY_DN59746_c0_g1::TRINITY_DN59746_c0_g1_i1::g.2532::m.2532","gi|752780505|gb|GBSH01001216.1|","TSA: Boiga irregularis Birre_GRIP2 transcribed RNA sequence","Boiga irregularis","GRIP2 transcribed RNA sequence","TBD",1.13e-152,0,0,"Trinity","Merger"
"TRINITY_DN59761_c0_g1::TRINITY_DN59761_c0_g1_i1::g.2527::m.2527","gi|699234956|gb|GBSI01000903.1|","Htorq_Fermitin transcribed RNA sequence","Hypsiglena sp","Fermitin transcribed RNA sequence","TBD",0,0.71,2.63,"Trinity","Merger"
"TRINITY_DN5976_c0_g1::TRINITY_DN5976_c0_g1_i1::g.14035::m.14035","ETE73361.1_1","Opha Heat-stable enterotoxin receptor ","Ophiophagus hannah","Heat-stable enterotoxin receptor ","TBD",2.61e-154,4.16,15.5,"Trinity","Merger"
"TRINITY_DN5977_c0_g1::TRINITY_DN5977_c0_g1_i1::g.14042::m.14042","gi|752782180|gb|GBSH01000429.1|","TSA: Boiga irregularis Birre_Brain44-2 transcribed RNA sequence","Boiga irregularis","Brain44-2 transcribed RNA sequence","TBD",0,17.69,65.95,"Trinity","Merger"
"TRINITY_DN59782_c0_g1::TRINITY_DN59782_c0_g1_i1::g.2526::m.2526","ETE58662.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",1.45e-138,0.81,3.02,"Trinity","Merger"
"TRINITY_DN5978_c0_g1::TRINITY_DN5978_c0_g1_i3::g.13967::m.13967",NA,NA,NA,NA,NA,NA,2.52,9.4,"Trinity","Merger"
"TRINITY_DN59798_c0_g1::TRINITY_DN59798_c0_g1_i1::g.2533::m.2533","ETE61689.1_1","Opha Optineurin ","Ophiophagus hannah","Optineurin ","TBD",5.59e-126,0.66,2.47,"Trinity","Merger"
"TRINITY_DN5979_c0_g1::TRINITY_DN5979_c0_g1_i3::g.14023::m.14023","ETE59903.1_1","Opha Inner centromere protein  ","Ophiophagus hannah","Inner centromere protein  ","TBD",0,7.41,27.63,"Trinity","Merger"
"TRINITY_DN597_c0_g1::TRINITY_DN597_c0_g1_i1::g.20098::m.20098",NA,NA,NA,NA,NA,NA,4.4,16.4,"Trinity","Merger"
"TRINITY_DN597_c0_g1::TRINITY_DN597_c0_g1_i6::g.20101::m.20101",NA,NA,NA,NA,NA,NA,3.91,14.58,"Trinity","Merger"
"TRINITY_DN597_c0_g1::TRINITY_DN597_c0_g1_i8::g.20102::m.20102",NA,NA,NA,NA,NA,NA,3.61,13.46,"Trinity","Merger"
"TRINITY_DN5980_c0_g1::TRINITY_DN5980_c0_g1_i1::g.13986::m.13986","gi|537458505|gb|GAEP01001324.1|","TSA: Micrurus fulvius Mfulv_RNABind23 mRNA sequence","Micrurus fulvius","RNABind23 mRNA sequence","TBD",0,3.23,12.03,"Trinity","Merger"
"TRINITY_DN5980_c0_g1::TRINITY_DN5980_c0_g1_i4::g.13988::m.13988","gi|752782691|gb|GBSH01000181.1|","TSA: Boiga irregularis Birre_Actin2 transcribed RNA sequence","Boiga irregularis","Actin2 transcribed RNA sequence","TBD",1.85e-21,11.16,41.62,"Trinity","Merger"
"TRINITY_DN5980_c1_g1::TRINITY_DN5980_c1_g1_i1::g.13989::m.13989",NA,NA,NA,NA,NA,NA,9.17,34.16,"Trinity","Merger"
"TRINITY_DN5980_c2_g1::TRINITY_DN5980_c2_g1_i1::g.13990::m.13990",NA,NA,NA,NA,NA,NA,3.15,11.75,"Trinity","Merger"
"TRINITY_DN59821_c0_g1::TRINITY_DN59821_c0_g1_i1::g.21068::m.21068","gi|521754006|gb|GAAZ01002531.1|","TSA: Crotalus horridus Chorr_TF-CP2 mRNA sequence","Crotalus horridus","TF-CP2 mRNA sequence","TBD",0,0.85,3.15,"Trinity","Merger"
"TRINITY_DN5982_c0_g1::TRINITY_DN5982_c0_g1_i1::g.14059::m.14059","ETE71104.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",8.64e-176,5.01,18.68,"Trinity","Merger"
"TRINITY_DN59834_c0_g1::TRINITY_DN59834_c0_g1_i1::g.21071::m.21071",NA,NA,NA,NA,NA,NA,1.3,4.84,"Trinity","Merger"
"TRINITY_DN5983_c0_g1::TRINITY_DN5983_c0_g1_i1::g.13971::m.13971","ETE69351.1_1","Opha Ras-GEF domain-containing family member 1A ","Ophiophagus hannah","Ras-GEF domain-containing family member 1A ","TBD",0,0.34,1.28,"Trinity","Merger"
"TRINITY_DN5983_c0_g2::TRINITY_DN5983_c0_g2_i3::g.13972::m.13972","gi|752780928|gb|GBSH01001005.1|","TSA: Boiga irregularis Birre_ETFsubA transcribed RNA sequence","Boiga irregularis","ETFsubA transcribed RNA sequence","TBD",0,19.97,74.43,"Trinity","Merger"
"TRINITY_DN59840_c0_g1::TRINITY_DN59840_c0_g1_i1::g.21072::m.21072","ETE61896.1_1","Opha Periodic tryptn protein 2-like protein  ","Ophiophagus hannah","Periodic tryptn protein 2-like protein  ","TBD",0,2.81,10.46,"Trinity","Merger"
"TRINITY_DN59843_c0_g1::TRINITY_DN59843_c0_g1_i1::g.21069::m.21069","gi|752780400|gb|GBSH01001268.1|","TSA: Boiga irregularis Birre_HepNF3a transcribed RNA sequence","Boiga irregularis","HepNF3a transcribed RNA sequence","TBD",6.4e-155,7.33,27.33,"Trinity","Merger"
"TRINITY_DN59849_c0_g1::TRINITY_DN59849_c0_g1_i1::g.21073::m.21073","gi|752777586|gb|GBSH01002604.1|","TSA: Boiga irregularis Birre_SPSYN transcribed RNA sequence","Boiga irregularis","SPSYN transcribed RNA sequence","TBD",0,0.71,2.63,"Trinity","Merger"
"TRINITY_DN5984_c0_g1::TRINITY_DN5984_c0_g1_i1::g.14007::m.14007","gi|752780266|gb|GBSH01001329.1|","TSA: Boiga irregularis Birre_HuntingtinK transcribed RNA sequence","Boiga irregularis","HuntingtinK transcribed RNA sequence","TBD",0,102.77,383.1,"Trinity","Merger"
"TRINITY_DN59869_c0_g1::TRINITY_DN59869_c0_g1_i1::g.21065::m.21065","ETE69737.1_1","Opha Histone acetyltransferase  ","Ophiophagus hannah","Histone acetyltransferase  ","TBD",3.75e-53,0,0,"Trinity","Merger"
"TRINITY_DN5986_c0_g1::TRINITY_DN5986_c0_g1_i2::g.13984::m.13984","ETE73575.1_1","Opha Ectoderm-neural cortex protein 2  ","Ophiophagus hannah","Ectoderm-neural cortex protein 2  ","TBD",0,4.34,16.19,"Trinity","Merger"
"TRINITY_DN59882_c0_g1::TRINITY_DN59882_c0_g1_i1::g.21064::m.21064","ETE73523.1_1","Opha AT-rich interactive domain-containing protein 4A  ","Ophiophagus hannah","AT-rich interactive domain-containing protein 4A  ","TBD",0,1.23,4.58,"Trinity","Merger"
"TRINITY_DN59885_c0_g1::TRINITY_DN59885_c0_g1_i1::g.21067::m.21067","ETE62426.1_1","Opha Tetranectin  ","Ophiophagus hannah","Tetranectin  ","TBD",0,0.93,3.48,"Trinity","Merger"
"TRINITY_DN59888_c0_g1::TRINITY_DN59888_c0_g1_i1::g.21075::m.21075","ETE71458.1_1","Opha Synaptic vesicle membrane protein VAT-1-like protein  ","Ophiophagus hannah","Synaptic vesicle membrane protein VAT-1-like protein  ","TBD",5.99e-90,0,0,"Trinity","Merger"
"TRINITY_DN59899_c0_g1::TRINITY_DN59899_c0_g1_i1::g.21070::m.21070","ETE71260.1_1","Opha MHC class II regulatory factor RFX1  ","Ophiophagus hannah","MHC class II regulatory factor RFX1  ","TBD",3.01e-179,1.64,6.12,"Trinity","Merger"
"TRINITY_DN598_c0_g1::TRINITY_DN598_c0_g1_i4::g.19837::m.19837","gi|752778140|gb|GBSH01002375.1|","TSA: Boiga irregularis Birre_RpS18b transcribed RNA sequence","Boiga irregularis","RpS18b transcribed RNA sequence","TBD",0,16.92,63.08,"Trinity","Merger"
"TRINITY_DN598_c0_g1::TRINITY_DN598_c0_g1_i5::g.19839::m.19839","ETE70563.1_1","Opha 28S ribosomal protein S18b  ","Ophiophagus hannah","28S ribosomal protein S18b  ","TBD",4.31e-122,0,0,"Trinity","Merger"
"TRINITY_DN59903_c0_g1::TRINITY_DN59903_c0_g1_i1::g.10172::m.10172",NA,NA,NA,NA,NA,NA,3.28,12.24,"Trinity","Merger"
"TRINITY_DN5990_c0_g1::TRINITY_DN5990_c0_g1_i1::g.13993::m.13993","gi|699234750|gb|GBSI01001006.1|","Htorq_GOT1B transcribed RNA sequence","Hypsiglena sp","GOT1B transcribed RNA sequence","TBD",3.13e-168,5.44,20.27,"Trinity","Merger"
"TRINITY_DN59914_c0_g1::TRINITY_DN59914_c0_g1_i1::g.10175::m.10175","ETE62478.1_1","Opha Centrosomal protein kizuna  ","Ophiophagus hannah","Centrosomal protein kizuna  ","TBD",0,0.83,3.08,"Trinity","Merger"
"TRINITY_DN59917_c0_g1::TRINITY_DN59917_c0_g1_i1::g.10179::m.10179","gi|521759467|gb|GAAZ01000500.1|","TSA: Crotalus horridus Chorr_cer-d4-XZ mRNA sequence","Crotalus horridus","cer-d4-XZ mRNA sequence","TBD",0,0.95,3.54,"Trinity","Merger"
"TRINITY_DN5991_c1_g1::TRINITY_DN5991_c1_g1_i1::g.14043::m.14043","gi|752782545|gb|GBSH01000254.1|","TSA: Boiga irregularis Birre_ALCd transcribed RNA sequence","Boiga irregularis","ALCd transcribed RNA sequence","TBD",2.25e-45,0.66,2.47,"Trinity","Merger"
"TRINITY_DN5992_c0_g2::TRINITY_DN5992_c0_g2_i2::g.13961::m.13961","ETE64897.1_1","Opha Zinc finger CCCH domain-containing protein 13 ","Ophiophagus hannah","Zinc finger CCCH domain-containing protein 13 ","TBD",3.27e-09,0,0,"Trinity","Merger"
"TRINITY_DN59938_c0_g1::TRINITY_DN59938_c0_g1_i1::g.10177::m.10177","gi|537459600|gb|GAEP01001117.1|","TSA: Micrurus fulvius atidylinosiitolTransfer-a mRNA sequence","Micrurus fulvius","atidylinosiitolTransfer-a mRNA sequence","TBD",1.69e-156,1,3.72,"Trinity","Merger"
"TRINITY_DN59940_c0_g1::TRINITY_DN59940_c0_g1_i1::g.10169::m.10169","ETE72739.1_1","Opha Limb region 1 protein-like protein  ","Ophiophagus hannah","Limb region 1 protein-like protein  ","TBD",7.46e-101,1.55,5.78,"Trinity","Merger"
"TRINITY_DN59956_c0_g1::TRINITY_DN59956_c0_g1_i1::g.10171::m.10171","ETE72809.1_1","Opha Granzyme A  ","Ophiophagus hannah","Granzyme A  ","TBD",3.24e-128,0,0,"Trinity","Merger"
"TRINITY_DN59960_c0_g1::TRINITY_DN59960_c0_g1_i1::g.10176::m.10176","ETE62159.1_1","Opha Coiled-coil and C2 domain-containing protein 2A  ","Ophiophagus hannah","Coiled-coil and C2 domain-containing protein 2A  ","TBD",5e-107,0.51,1.89,"Trinity","Merger"
"TRINITY_DN59972_c0_g1::TRINITY_DN59972_c0_g1_i1::g.10178::m.10178","ETE71900.1_1","Opha SWI/SNF complex subunit SMARCC2  ","Ophiophagus hannah","SWI/SNF complex subunit SMARCC2  ","TBD",0,0.84,3.14,"Trinity","Merger"
"TRINITY_DN59979_c0_g1::TRINITY_DN59979_c0_g1_i1::g.10174::m.10174","ETE62095.1_1","Opha Transmembrane protein 35  ","Ophiophagus hannah","Transmembrane protein 35  ","TBD",1.07e-138,1.86,6.94,"Trinity","Merger"
"TRINITY_DN59986_c0_g1::TRINITY_DN59986_c0_g1_i1::g.10180::m.10180","gi|387016495|gb|JU174841.1|","TSA: Crotalus adamanteus Cadam_InaD, mRNA sequence","Crotalus adamanteus","InaD, mRNA sequence","TBD",0,3.84,14.33,"Trinity","Merger"
"TRINITY_DN59987_c0_g1::TRINITY_DN59987_c0_g1_i1::g.10170::m.10170","ETE60687.1_1","Opha RNA-binding protein 4  ","Ophiophagus hannah","RNA-binding protein 4  ","TBD",7.16e-166,1.41,5.26,"Trinity","Merger"
"TRINITY_DN59989_c0_g1::TRINITY_DN59989_c0_g1_i1::g.10168::m.10168","ETE70428.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",2.67e-169,0,0,"Trinity","Merger"
"TRINITY_DN5999_c0_g1::TRINITY_DN5999_c0_g1_i1::g.13992::m.13992",NA,NA,NA,NA,NA,NA,1.8,6.72,"Trinity","Merger"
"TRINITY_DN59_c0_g1::TRINITY_DN59_c0_g1_i1::g.467::m.467","gi|752781745|gb|GBSH01000614.1|","TSA: Boiga irregularis Birre_CD74 transcribed RNA sequence","Boiga irregularis","CD74 transcribed RNA sequence","TBD",0,22.64,84.4,"Trinity","Merger"
"TRINITY_DN59_c0_g1::TRINITY_DN59_c0_g1_i3::g.466::m.466","gi|752781745|gb|GBSH01000614.1|","TSA: Boiga irregularis Birre_CD74 transcribed RNA sequence","Boiga irregularis","CD74 transcribed RNA sequence","TBD",0,15.64,58.29,"Trinity","Merger"
"TRINITY_DN5_c0_g1::TRINITY_DN5_c0_g1_i1::g.1061::m.1061",NA,NA,NA,NA,NA,NA,110.48,411.83,"Trinity","Merger"
"TRINITY_DN60009_c0_g1::TRINITY_DN60009_c0_g1_i1::g.28897::m.28897","gi|752779980|gb|GBSH01001471.1|","TSA: Boiga irregularis Birre_LeutRNASynth transcribed RNA sequence","Boiga irregularis","LeutRNASynth transcribed RNA sequence","TBD",0,1.47,5.48,"Trinity","Merger"
"TRINITY_DN6000_c0_g1::TRINITY_DN6000_c0_g1_i1::g.3894::m.3894","ETE73913.1_1","Opha Mitochondrial folate transporter/carrier  ","Ophiophagus hannah","Mitochondrial folate transporter/carrier  ","TBD",0,4.13,15.41,"Trinity","Merger"
"TRINITY_DN60012_c0_g1::TRINITY_DN60012_c0_g1_i1::g.28891::m.28891",NA,NA,NA,NA,NA,NA,0.3,1.13,"Trinity","Merger"
"TRINITY_DN60022_c0_g1::TRINITY_DN60022_c0_g1_i1::g.28895::m.28895","ETE56836.1_1","Opha rRNA methyltransferase 1  ","Ophiophagus hannah","rRNA methyltransferase 1  ","TBD",1.14e-135,0.54,2.02,"Trinity","Merger"
"TRINITY_DN60026_c0_g1::TRINITY_DN60026_c0_g1_i1::g.28902::m.28902",NA,NA,NA,NA,NA,NA,2.48,9.24,"Trinity","Merger"
"TRINITY_DN60027_c0_g1::TRINITY_DN60027_c0_g1_i1::g.28892::m.28892","ETE67595.1_1","Opha hypothetical protein ","Ophiophagus hannah","hypothetical protein ","TBD",0,3.32,12.39,"Trinity","Merger"
"TRINITY_DN60028_c0_g1::TRINITY_DN60028_c0_g1_i1::g.28888::m.28888","gi|521754039|gb|GAAZ01002520.1|","TSA: Crotalus horridus Chorr_Tetratricopeptide7B mRNA sequence","Crotalus horridus","Tetratricopeptide7B mRNA sequence","TBD",0,1.4,5.21,"Trinity","Merger"
"TRINITY_DN6002_c0_g1::TRINITY_DN6002_c0_g1_i1::g.3969::m.3969","ETE72783.1_1","Opha Structural maintenance of chromosomes protein 4  ","Ophiophagus hannah","Structural maintenance of chromosomes protein 4  ","TBD",0,11.05,41.2,"Trinity","Merger"
"TRINITY_DN60033_c0_g1::TRINITY_DN60033_c0_g1_i1::g.28893::m.28893",NA,NA,NA,NA,NA,NA,1.25,4.67,"Trinity","Merger"
"TRINITY_DN60037_c0_g1::TRINITY_DN60037_c0_g1_i1::g.28890::m.28890","gi|752778416|gb|GBSH01002237.1|","TSA: Boiga irregularis Birre_RetinolBnd5 transcribed RNA sequence","Boiga irregularis","RetinolBnd5 transcribed RNA sequence","TBD",0,4.19,15.62,"Trinity","Merger"
"TRINITY_DN6003_c0_g1::TRINITY_DN6003_c0_g1_i6::g.3945::m.3945","gi|752780249|gb|GBSH01001337.1|","TSA: Boiga irregularis Birre_Hypoxia1 transcribed RNA sequence","Boiga irregularis","Hypoxia1 transcribed RNA sequence","TBD",0,13.57,50.59,"Trinity","Merger"
"TRINITY_DN6003_c0_g2::TRINITY_DN6003_c0_g2_i1::g.3951::m.3951","gi|752778741|gb|GBSH01002084.1|","TSA: Boiga irregularis Birre_Proliferation2G4 transcribed RNA sequence","Boiga irregularis","Proliferation2G4 transcribed RNA sequence","TBD",0,22.01,82.03,"Trinity","Merger"
"TRINITY_DN6003_c0_g3::TRINITY_DN6003_c0_g3_i1::g.3953::m.3953","ETE61696.1_1","Opha Coiled-coil domain-containing protein 96  ","Ophiophagus hannah","Coiled-coil domain-containing protein 96  ","TBD",0,11.02,41.06,"Trinity","Merger"
"TRINITY_DN6003_c1_g1::TRINITY_DN6003_c1_g1_i1::g.3954::m.3954","gi|387015369|gb|JU174278.1|","TSA: Crotalus adamanteus Cadam_Cystatin, mRNA sequence","Crotalus adamanteus","Cystatin, mRNA sequence","Cystatin",3.57e-89,7.54,28.11,"Trinity","Merger"
"TRINITY_DN60051_c0_g1::TRINITY_DN60051_c0_g1_i1::g.28901::m.28901",NA,NA,NA,NA,NA,NA,5.18,19.3,"Trinity","Merger"
"TRINITY_DN60054_c0_g1::TRINITY_DN60054_c0_g1_i1::g.28886::m.28886","ETE65595.1_1","Opha Ankyrin repeat domain-containing protein 11  ","Ophiophagus hannah","Ankyrin repeat domain-containing protein 11  ","TBD",0,1.14,4.25,"Trinity","Merger"
"TRINITY_DN60056_c0_g1::TRINITY_DN60056_c0_g1_i1::g.28904::m.28904",NA,NA,NA,NA,NA,NA,3.81,14.19,"Trinity","Merger"
"TRINITY_DN60064_c0_g1::TRINITY_DN60064_c0_g1_i1::g.28905::m.28905","ETE65427.1_1","Opha Peregrin ","Ophiophagus hannah","Peregrin ","TBD",0,2.69,10.03,"Trinity","Merger"
"TRINITY_DN60065_c0_g1::TRINITY_DN60065_c0_g1_i1::g.28898::m.28898","ETE57960.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",3.59e-67,1.24,4.61,"Trinity","Merger"
"TRINITY_DN6006_c0_g1::TRINITY_DN6006_c0_g1_i1::g.4009::m.4009","ETE71390.1_1","Opha PR domain zinc finger protein 4  ","Ophiophagus hannah","PR domain zinc finger protein 4  ","TBD",4.61e-177,0.98,3.65,"Trinity","Merger"
"TRINITY_DN60071_c0_g1::TRINITY_DN60071_c0_g1_i1::g.28896::m.28896","ETE68906.1_1","Opha Selenocysteine-specific elongation factor  ","Ophiophagus hannah","Selenocysteine-specific elongation factor  ","TBD",0,2.04,7.61,"Trinity","Merger"
"TRINITY_DN60077_c0_g1::TRINITY_DN60077_c0_g1_i1::g.28894::m.28894","ETE55918.1_1","Opha HEAT repeat-containing protein 7A  ","Ophiophagus hannah","HEAT repeat-containing protein 7A  ","TBD",1.3e-81,1.07,4.01,"Trinity","Merger"
"TRINITY_DN60096_c0_g1::TRINITY_DN60096_c0_g1_i1::g.28907::m.28907","ETE70671.1_1","Opha Chromodomain-helicase-DNA-binding protein 6  ","Ophiophagus hannah","Chromodomain-helicase-DNA-binding protein 6  ","TBD",3.9e-127,0,0,"Trinity","Merger"
"TRINITY_DN60099_c0_g1::TRINITY_DN60099_c0_g1_i1::g.28889::m.28889","gi|752776973|gb|GBSH01002895.1|","TSA: Boiga irregularis Birre_TRANS64 transcribed RNA sequence","Boiga irregularis","TRANS64 transcribed RNA sequence","TBD",2.41e-164,0.7,2.6,"Trinity","Merger"
"TRINITY_DN6009_c0_g1::TRINITY_DN6009_c0_g1_i2::g.3889::m.3889","gi|752777320|gb|GBSH01002725.1|","TSA: Boiga irregularis Birre_TetRpt36 transcribed RNA sequence","Boiga irregularis","TetRpt36 transcribed RNA sequence","TBD",0,17.23,64.23,"Trinity","Merger"
"TRINITY_DN600_c0_g2::TRINITY_DN600_c0_g2_i1::g.8972::m.8972","gi|752777023|gb|GBSH01002870.1|","TSA: Boiga irregularis Birre_TOM20 transcribed RNA sequence","Boiga irregularis","TOM20 transcribed RNA sequence","TBD",0,30.43,113.42,"Trinity","Merger"
"TRINITY_DN60103_c0_g1::TRINITY_DN60103_c0_g1_i1::g.16572::m.16572",NA,NA,NA,NA,NA,NA,1.83,6.83,"Trinity","Merger"
"TRINITY_DN6011_c0_g1::TRINITY_DN6011_c0_g1_i1::g.3890::m.3890","ETE59106.1_1","Opha hypothetical protein ","Ophiophagus hannah","hypothetical protein ","TBD",2.11e-118,7.95,29.63,"Trinity","Merger"
"TRINITY_DN60121_c0_g1::TRINITY_DN60121_c0_g1_i1::g.16574::m.16574","ETE64144.1_1","Opha Proline and serine-rich protein 1  ","Ophiophagus hannah","Proline and serine-rich protein 1  ","TBD",1e-68,0.68,2.53,"Trinity","Merger"
"TRINITY_DN60125_c0_g1::TRINITY_DN60125_c0_g1_i1::g.16579::m.16579","gi|752777509|gb|GBSH01002639.1|","TSA: Boiga irregularis Birre_SugPhosEx3 transcribed RNA sequence","Boiga irregularis","SugPhosEx3 transcribed RNA sequence","TBD",0,2.04,7.59,"Trinity","Merger"
"TRINITY_DN60134_c0_g1::TRINITY_DN60134_c0_g1_i1::g.16577::m.16577","ETE73030.1_1","Opha Prefoldin subunit 4  ","Ophiophagus hannah","Prefoldin subunit 4  ","TBD",0,91.93,342.69,"Trinity","Merger"
"TRINITY_DN60139_c0_g1::TRINITY_DN60139_c0_g1_i1::g.16573::m.16573","ETE67124.1_1","Opha putative protein C9orf93 ","Ophiophagus hannah","putative protein C9orf93 ","TBD",0,0.34,1.27,"Trinity","Merger"
"TRINITY_DN6013_c0_g1::TRINITY_DN6013_c0_g1_i1::g.3916::m.3916","ETE72960.1_1","Opha E3 ubiquitin-protein ligase SIAH1  ","Ophiophagus hannah","E3 ubiquitin-protein ligase SIAH1  ","TBD",0,5,18.66,"Trinity","Merger"
"TRINITY_DN6013_c1_g1::TRINITY_DN6013_c1_g1_i3::g.3917::m.3917","ETE62468.1_1","Opha SH3 and multiple ankyrin repeat domains protein 2  ","Ophiophagus hannah","SH3 and multiple ankyrin repeat domains protein 2  ","TBD",6.89e-48,0.64,2.39,"Trinity","Merger"
"TRINITY_DN60149_c0_g1::TRINITY_DN60149_c0_g1_i1::g.16571::m.16571",NA,NA,NA,NA,NA,NA,1.31,4.89,"Trinity","Merger"
